id,carat,cut,color,clarity,depth,table,price,x,y,z
11157,1.02,Ideal,D,SI2,61.4,56.0,4946,6.42,6.57,3.99
23482,1.5,Premium,F,SI1,61.4,59.0,11484,7.31,7.34,4.5
6030,0.25,Very Good,E,VVS1,60.0,56.0,575,4.1,4.14,2.47
47367,0.63,Premium,E,SI1,58.8,59.0,1846,5.68,5.62,3.32
23553,1.55,Premium,H,VS1,62.6,58.0,11562,7.4,7.34,4.61
11585,1.2,Very Good,I,SI1,63.1,59.0,5040,6.7,6.67,4.22
40719,0.38,Ideal,F,VVS1,61.1,57.0,1160,4.71,4.69,2.87
50729,0.85,Premium,J,VS2,60.7,58.0,2295,6.12,6.08,3.71
10449,1.14,Premium,I,SI1,62.2,58.0,4788,6.7,6.67,4.16
53868,0.75,Premium,F,SI1,61.1,59.0,2744,5.86,5.79,3.56
9893,1.0,Very Good,E,SI2,59.6,62.0,4685,6.45,6.51,3.86
43379,0.5,Very Good,H,VS1,63.0,56.0,1410,5.02,5.05,3.17
27578,1.54,Ideal,F,VS1,60.3,57.0,18416,7.49,7.56,4.54
31817,0.36,Ideal,F,VS1,60.7,59.0,775,4.59,4.61,2.79
13323,1.25,Very Good,I,SI1,58.9,58.0,5500,7.04,7.08,4.16
23316,1.7,Premium,I,VS2,61.2,59.0,11360,7.62,7.55,4.64
17897,2.3,Premium,G,I1,60.2,59.0,7226,8.71,8.56,5.19
7864,1.0,Good,E,SI2,62.1,61.0,4307,6.36,6.4,3.96
6354,0.9,Ideal,E,SI1,60.1,56.0,4034,6.3,6.35,3.8
8186,1.5,Fair,I,I1,71.3,58.0,4368,6.85,6.81,4.87
3963,1.01,Premium,F,SI2,61.8,54.0,3507,6.47,6.42,3.98
51016,0.71,Ideal,I,VS1,62.1,56.0,2327,5.72,5.68,3.54
4152,0.72,Ideal,G,VS2,61.0,55.0,3547,5.81,5.83,3.55
32090,0.33,Premium,E,VS1,61.6,58.0,781,4.41,4.45,2.73
38773,0.31,Premium,E,VVS2,61.9,58.0,1046,4.38,4.35,2.7
38879,0.4,Premium,D,VS2,61.7,59.0,1050,4.76,4.73,2.93
49584,1.04,Fair,F,I1,65.4,60.0,2134,6.39,6.3,4.15
50423,0.83,Very Good,G,SI2,63.1,61.0,2259,5.96,5.92,3.75
20263,1.01,Ideal,F,VVS2,61.8,56.0,8688,6.49,6.46,4.0
37626,0.44,Premium,G,SI1,61.0,60.0,990,4.93,4.88,2.99
34057,0.36,Premium,D,SI1,61.4,58.0,851,4.59,4.56,2.81
37045,0.46,Good,E,SI1,62.7,58.0,967,4.87,4.92,3.07
27146,2.39,Ideal,J,VS1,62.1,57.0,17365,8.53,8.57,5.31
15125,1.34,Ideal,H,VS2,61.2,56.0,6078,7.09,7.05,4.33
15550,1.31,Premium,J,VS1,62.3,56.0,6236,7.06,6.99,4.38
27901,0.4,Very Good,G,SI1,59.6,61.0,655,4.74,4.76,2.83
19517,1.06,Premium,G,VVS2,59.6,58.0,8149,6.65,6.61,3.95
14818,1.0,Premium,G,VS2,60.0,59.0,5967,6.52,6.47,3.9
33281,0.31,Premium,G,SI1,62.1,58.0,462,4.33,4.36,2.7
48870,0.7,Fair,F,SI2,64.9,58.0,2035,5.46,5.59,3.59
51125,0.57,Ideal,F,VVS1,61.9,54.8,2339,5.3,5.36,3.3
43357,0.56,Very Good,G,SI1,61.1,56.0,1408,5.32,5.34,3.26
21533,1.22,Ideal,F,VS1,62.2,57.0,9633,6.85,6.81,4.25
14644,1.1,Very Good,H,VS2,61.3,58.0,5914,6.63,6.74,4.1
50490,0.7,Fair,H,VS2,65.0,56.0,2268,5.6,5.5,3.61
23200,1.27,Ideal,G,VS1,61.2,57.0,11206,6.97,6.98,4.27
34309,0.29,Ideal,E,VVS1,62.7,55.0,858,4.22,4.2,2.64
43775,0.54,Ideal,E,SI1,60.6,58.0,1440,5.27,5.29,3.2
39317,0.38,Ideal,F,VVS1,61.0,57.0,1070,4.66,4.69,2.85
29245,0.34,Good,E,VS2,63.8,56.0,696,4.44,4.49,2.85
14731,1.22,Premium,H,VS2,62.7,58.0,5930,6.77,6.73,4.23
150,0.71,Premium,D,SI2,61.7,59.0,2768,5.71,5.67,3.51
30123,0.32,Ideal,G,VS2,61.4,57.0,720,4.4,4.39,2.7
40527,0.52,Good,G,SI1,64.3,61.0,1147,5.01,4.97,3.21
7114,0.7,Very Good,E,VVS1,61.6,61.0,4171,5.7,5.73,3.52
28894,0.3,Very Good,G,VVS2,62.7,56.0,684,4.24,4.31,2.68
45462,0.55,Ideal,E,SI1,61.7,54.0,1675,5.26,5.27,3.25
40310,0.4,Premium,E,VS1,62.5,58.0,1125,4.72,4.69,2.94
9993,1.0,Premium,E,SI2,61.7,58.0,4704,6.39,6.34,3.93
49320,0.51,Ideal,F,VVS2,61.2,56.0,2093,5.17,5.19,3.17
30656,0.29,Very Good,D,SI1,59.8,55.0,737,4.3,4.35,2.58
47658,0.23,Very Good,E,VVS2,60.9,60.0,530,3.96,3.99,2.42
44589,0.54,Ideal,D,SI1,62.1,55.0,1607,5.18,5.23,3.23
36272,0.3,Ideal,G,SI1,61.4,57.0,477,4.28,4.32,2.64
41816,0.43,Ideal,F,VVS2,61.9,56.0,1250,4.84,4.82,2.99
3759,0.86,Ideal,E,SI1,62.3,54.0,3456,6.13,6.07,3.8
27384,0.41,Very Good,J,VS1,61.3,59.0,647,4.74,4.78,2.92
52701,0.76,Ideal,G,SI2,61.7,55.0,2553,5.87,5.9,3.63
32400,0.37,Premium,F,SI1,62.4,59.0,791,4.6,4.56,2.86
15235,1.12,Premium,H,VS1,61.6,58.0,6115,6.64,4.11,3.7
39520,0.51,Premium,J,VS2,61.9,61.0,1080,5.12,5.09,3.16
21760,1.5,Very Good,I,VVS2,63.3,58.0,9828,7.24,7.21,4.57
50669,0.31,Very Good,I,VVS2,61.6,59.0,544,4.31,4.33,2.66
32227,0.31,Ideal,G,VVS1,61.9,54.0,789,4.35,4.37,2.7
33289,0.31,Premium,G,SI1,61.8,60.0,462,4.32,4.35,2.68
40342,0.33,Premium,E,IF,60.8,58.0,1129,4.46,4.49,2.72
1816,0.76,Ideal,E,SI1,62.4,54.0,3056,5.84,5.86,3.65
49248,0.77,Very Good,J,SI1,61.0,59.0,2086,5.94,5.99,3.64
16773,1.13,Ideal,E,SI1,62.2,55.0,6682,6.69,6.66,4.15
33045,0.3,Ideal,F,VVS1,61.8,57.0,814,4.3,4.34,2.67
12115,1.05,Premium,H,VS2,62.3,57.0,5166,6.49,6.45,4.03
52142,0.78,Premium,F,SI1,62.3,57.0,2469,5.86,5.85,3.65
21236,1.5,Very Good,G,SI2,63.1,57.0,9384,7.29,7.25,4.59
52359,0.75,Premium,F,SI2,62.2,58.0,2501,5.87,5.8,3.57
38648,0.44,Ideal,F,SI1,61.0,57.0,1040,4.91,4.89,2.99
49294,0.33,Ideal,H,VS2,61.0,55.0,539,4.49,4.52,2.75
40662,0.5,Ideal,H,SI1,62.2,53.0,1154,5.06,5.14,3.17
16342,1.0,Ideal,H,VVS1,61.5,59.0,6535,6.37,6.41,3.93
3096,0.73,Ideal,D,VS2,61.8,54.0,3319,5.89,5.92,3.65
383,0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79
34506,0.4,Very Good,F,VS1,60.4,58.0,868,4.75,4.79,2.88
52793,0.7,Good,E,SI1,63.8,57.0,2569,5.59,5.63,3.58
48923,0.7,Premium,G,SI1,61.2,60.0,2042,5.7,5.74,3.5
26850,2.01,Premium,I,VS2,62.6,59.0,16778,8.04,8.01,5.02
18891,0.9,Very Good,E,IF,63.9,55.0,7747,6.05,6.09,3.88
44421,0.52,Ideal,F,VS1,62.5,57.0,1588,5.13,5.17,3.22
42180,0.5,Premium,G,SI1,62.9,59.0,1286,5.09,5.06,3.19
29709,0.31,Ideal,H,VVS1,62.2,56.0,707,4.34,4.37,2.71
8449,1.01,Premium,H,SI2,60.3,60.0,4412,6.49,6.45,3.9
53201,0.71,Ideal,F,SI1,61.5,56.0,2633,5.76,5.69,3.52
23913,1.07,Ideal,E,VVS2,61.3,56.0,12031,6.57,6.62,4.04
14036,1.25,Ideal,H,SI2,61.2,57.0,5706,6.89,6.93,4.23
19793,1.22,Premium,G,VS2,61.8,58.0,8362,6.91,6.84,4.25
49517,0.57,Ideal,D,VS1,61.5,54.0,2122,5.36,5.38,3.3
34574,0.31,Ideal,G,IF,61.5,54.0,871,4.4,4.41,2.71
19839,1.02,Ideal,G,VVS2,62.7,57.0,8401,6.41,6.45,4.03
1490,0.83,Premium,D,SI1,61.3,58.0,2990,6.03,6.0,3.69
45446,0.67,Ideal,F,SI2,62.0,58.0,1673,5.6,5.63,3.48
44934,0.54,Ideal,H,VS1,61.3,55.9,1633,5.23,5.27,3.21
22641,1.51,Premium,G,SI1,62.4,62.0,10688,7.25,7.12,4.48
6429,1.01,Fair,H,VS1,66.1,55.0,4044,6.28,6.24,4.14
39315,0.53,Very Good,G,SI2,60.8,58.0,1070,5.19,5.21,3.16
33181,0.41,Good,E,SI2,63.8,57.0,818,4.75,4.68,3.01
19791,1.16,Very Good,G,VVS2,62.3,59.0,8361,6.69,6.72,4.18
28754,0.31,Ideal,E,VS2,61.0,56.0,680,4.34,4.38,2.66
653,1.01,Ideal,I,I1,61.5,57.0,2844,6.45,6.46,3.97
25235,1.5,Good,E,VS2,63.9,58.0,13846,7.21,7.19,4.6
1452,0.76,Premium,D,VS2,60.9,58.0,2977,5.9,5.85,3.58
9461,0.9,Very Good,G,VS2,62.5,57.0,4600,6.12,6.14,3.83
22264,1.15,Ideal,F,VS1,61.1,55.0,10316,6.76,6.82,4.15
21421,1.55,Ideal,G,SI2,60.7,55.0,9530,7.54,7.51,4.57
19025,0.34,Ideal,H,VS1,62.2,55.0,620,4.47,4.49,2.79
49500,0.55,Ideal,F,VS1,61.8,55.0,2119,5.28,5.3,3.27
11283,1.05,Premium,G,SI1,60.3,57.0,4974,6.64,6.59,3.99
43205,0.62,Ideal,G,SI2,60.6,57.0,1395,5.53,5.56,3.36
20081,1.21,Ideal,F,VS2,62.9,54.0,8557,6.82,6.78,4.28
43290,0.5,Ideal,H,VS2,62.3,58.0,1400,5.12,5.05,3.17
19935,1.02,Ideal,G,VVS1,62.6,56.0,8485,6.39,6.42,4.01
34084,0.36,Ideal,D,VS2,61.5,57.0,852,4.56,4.58,2.81
37792,0.38,Ideal,E,VS1,62.1,56.0,1000,4.62,4.65,2.88
3642,0.9,Very Good,G,SI2,64.2,60.0,3437,6.02,6.09,3.89
7053,0.33,Ideal,H,VS1,62.0,55.0,579,4.44,4.46,2.76
2482,0.9,Good,H,SI2,63.6,60.0,3193,6.11,6.06,3.87
28331,0.33,Ideal,G,VS1,61.9,54.0,666,4.44,4.48,2.76
24289,2.03,Premium,J,SI2,62.7,59.0,12531,8.08,8.02,5.05
19396,1.16,Ideal,G,VS2,62.5,55.0,8061,6.75,6.69,4.2
45537,0.51,Ideal,F,VS2,61.4,56.0,1687,5.16,5.13,3.16
40372,0.42,Very Good,F,VVS2,61.6,59.0,1131,4.83,4.84,2.98
6553,1.01,Premium,I,SI1,58.6,62.0,4072,6.51,6.45,3.8
52731,0.88,Good,I,SI1,60.2,64.0,2558,6.18,6.22,3.73
21717,0.32,Ideal,H,VVS2,61.5,55.0,628,4.41,4.44,2.72
14344,1.22,Ideal,H,SI2,61.1,57.0,5807,6.9,5.92,4.22
40665,0.45,Good,G,VS1,58.1,61.2,1154,5.02,5.07,2.93
42044,0.51,Good,D,SI2,63.9,55.0,1268,5.1,5.04,3.24
26671,0.26,Very Good,D,VS1,60.0,56.0,425,4.15,4.18,2.5
7631,1.0,Fair,E,SI2,65.9,62.0,4265,6.09,6.02,3.99
47632,0.51,Ideal,D,VS2,60.9,56.0,1882,5.19,5.16,3.15
3959,0.83,Premium,E,SI1,58.4,59.0,3506,6.22,6.18,3.62
17820,1.25,Ideal,H,SI1,62.2,54.0,7182,6.93,6.88,4.3
31680,0.26,Ideal,E,VVS2,61.5,56.0,769,4.11,4.08,2.52
426,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77
18430,1.5,Very Good,H,SI2,63.1,57.0,7495,7.16,7.27,4.55
6011,0.91,Premium,E,SI1,61.9,61.0,3961,6.14,6.11,3.79
29100,0.34,Ideal,I,VS1,62.4,55.0,689,4.51,4.47,2.8
28457,0.32,Very Good,G,VVS2,61.9,57.0,672,4.39,4.41,2.73
44253,0.51,Good,D,SI1,63.6,57.0,1574,5.08,5.05,3.22
20840,1.51,Good,I,SI1,63.9,59.0,9069,7.18,7.26,4.61
21225,1.28,Ideal,G,VS1,62.7,53.0,9372,6.94,6.97,4.36
30813,0.38,Ideal,G,VS2,61.6,57.0,743,4.62,4.66,2.86
3606,1.0,Very Good,G,SI2,58.2,63.0,3427,6.53,6.49,3.79
30063,0.34,Ideal,G,VS1,60.6,57.0,720,4.52,4.57,2.75
9157,0.9,Very Good,G,VS1,62.3,60.0,4540,6.0,6.08,3.76
43180,0.52,Ideal,H,VS2,62.2,56.4,1391,5.09,5.16,3.19
21105,1.07,Ideal,G,VVS1,62.6,54.0,9276,6.58,6.5,4.1
28486,0.4,Good,G,SI2,60.6,55.8,672,4.76,4.82,2.91
14867,1.01,Good,H,VVS2,63.3,57.0,5988,6.35,6.39,4.03
15636,1.01,Premium,F,VS2,62.5,58.0,6271,6.43,6.4,4.01
41967,0.23,Very Good,E,VVS2,62.8,58.0,505,3.92,3.94,2.47
36696,0.39,Ideal,G,VVS2,62.2,54.0,952,4.67,4.7,2.91
10003,1.22,Fair,F,SI2,65.0,56.0,4705,6.71,6.8,4.39
6435,0.91,Premium,G,SI1,62.6,58.0,4045,6.14,6.17,3.85
27622,2.09,Very Good,F,SI2,61.3,59.0,18509,8.19,8.33,5.06
596,0.72,Premium,F,VS1,58.8,60.0,2838,5.91,5.89,3.47
39017,0.43,Very Good,F,VS1,62.2,61.0,1056,4.75,4.83,2.98
33427,0.32,Ideal,G,VS1,61.3,55.0,828,4.46,4.42,2.72
24816,3.0,Premium,G,I1,59.7,60.0,13203,9.42,9.26,5.58
21821,1.5,Good,G,SI1,60.2,61.0,9892,7.27,7.32,4.39
24795,1.55,Ideal,E,SI1,61.5,56.0,13171,7.36,7.4,4.54
32295,0.25,Ideal,G,VS1,62.7,56.0,454,4.01,4.04,2.52
24423,1.89,Ideal,J,VS1,62.0,56.0,12674,7.93,7.98,4.93
11222,0.9,Very Good,H,VVS2,63.5,55.0,4963,6.14,6.08,3.88
38531,0.38,Premium,H,VVS1,59.1,58.0,1033,4.76,4.71,2.8
22321,1.51,Very Good,D,SI2,63.3,58.0,10362,7.25,7.28,4.6
24198,1.53,Very Good,E,SI1,62.6,57.0,12386,7.25,7.41,4.59
50089,0.5,Ideal,E,VVS2,61.7,55.7,2206,5.09,5.12,3.13
27794,0.37,Very Good,G,VS2,61.2,57.0,649,4.59,4.63,2.82
35606,0.31,Very Good,H,VVS1,63.3,56.0,907,4.32,4.3,2.73
43791,0.54,Ideal,G,VS2,62.8,55.0,1441,5.23,5.17,3.27
43642,0.5,Good,D,SI1,63.8,60.0,1433,5.03,5.0,3.2
3726,0.3,Good,D,VS2,63.1,58.0,568,4.26,4.3,2.7
37389,0.55,Ideal,J,SI1,61.2,55.0,982,5.29,5.3,3.24
2228,0.9,Fair,G,SI1,65.4,59.0,3145,6.04,6.0,3.94
17509,1.01,Very Good,E,VS1,62.2,56.0,7039,6.38,6.42,3.98
38352,0.47,Very Good,F,SI1,61.1,61.0,1021,4.97,5.01,3.05
53648,0.71,Ideal,E,SI1,61.3,57.0,2704,5.81,5.78,3.55
4891,1.04,Ideal,F,I1,61.6,57.0,3718,6.51,6.46,4.0
34315,0.43,Very Good,D,SI2,63.1,59.0,858,4.81,4.8,3.03
20013,0.32,Very Good,I,SI1,59.9,61.0,421,4.44,4.47,2.67
6517,0.92,Ideal,F,SI2,62.0,54.0,4065,6.26,6.32,3.9
14405,1.2,Good,I,VS1,61.7,62.0,5818,6.65,6.74,4.13
52067,0.71,Very Good,G,VS2,63.5,57.0,2454,5.61,5.64,3.57
17686,1.06,Premium,G,VS1,62.0,58.0,7130,6.56,6.51,4.05
39876,0.56,Ideal,F,SI2,61.8,57.0,1103,5.28,5.33,3.28
52492,0.77,Good,D,SI2,64.9,53.0,2523,5.84,5.75,3.76
12705,0.26,Premium,E,VVS1,61.7,59.0,599,4.1,4.14,2.54
1936,0.75,Good,E,VS2,62.6,58.0,3084,5.73,5.78,3.6
36443,0.31,Ideal,D,VS2,62.1,56.0,942,4.35,4.34,2.7
31324,0.32,Ideal,D,VS2,61.6,56.0,758,4.37,4.4,2.7
44693,0.57,Ideal,F,VS2,61.3,57.0,1612,5.35,5.39,3.29
31733,0.31,Ideal,G,VVS1,62.4,56.0,772,4.33,4.36,2.71
46834,0.67,Ideal,G,SI1,62.9,54.0,1809,5.63,5.6,3.53
11951,1.13,Premium,D,SI2,60.9,59.0,5133,6.65,6.72,4.07
44408,0.51,Ideal,E,SI1,60.9,56.0,1585,5.16,5.19,3.15
45672,0.52,Ideal,E,VS2,60.4,57.0,1694,5.22,5.17,3.14
38255,0.26,Very Good,F,VS2,62.5,55.0,381,4.05,4.08,2.54
37146,0.32,Ideal,E,VS1,61.7,56.0,972,4.42,4.39,2.72
29996,0.43,Premium,D,SI2,62.6,58.0,716,4.79,4.82,3.01
29042,0.42,Premium,G,SI1,62.7,58.0,687,4.75,4.79,2.99
51677,0.72,Premium,H,SI1,62.5,57.0,2398,5.73,5.67,3.56
13022,0.31,Ideal,G,VS1,62.3,54.0,600,4.35,4.38,2.72
47038,0.55,Premium,D,SI1,61.0,58.0,1819,5.29,5.27,3.22
39676,0.41,Ideal,E,VS2,62.2,56.0,1087,4.8,4.75,2.97
53410,0.7,Premium,F,VS1,62.2,58.0,2669,5.63,5.59,3.49
9144,1.01,Very Good,D,SI2,63.5,61.0,4538,6.37,6.33,4.03
50404,0.58,Ideal,G,VVS1,61.3,56.0,2256,5.36,5.4,3.3
25331,1.08,Ideal,E,VVS1,61.7,55.0,14032,6.6,6.63,4.08
14550,0.95,Ideal,E,VS1,61.5,57.0,5879,6.3,6.28,3.87
3694,0.76,Premium,E,VS2,60.5,56.0,3447,5.98,5.95,3.61
25260,1.5,Very Good,E,VS2,62.9,56.0,13892,7.31,7.22,4.57
30713,0.33,Ideal,E,VS2,61.5,55.0,738,4.47,4.5,2.76
31023,0.31,Premium,G,VS1,58.2,61.0,749,4.45,4.42,2.58
6938,1.5,Premium,G,I1,60.4,55.0,4140,7.4,7.32,4.45
36807,0.3,Premium,G,IF,61.6,60.0,956,4.32,4.29,2.65
53642,0.7,Ideal,E,SI1,62.4,55.0,2703,5.66,5.69,3.54
22783,1.04,Ideal,F,VVS2,61.6,57.0,10804,6.47,6.51,4.0
33439,0.32,Ideal,G,VS1,61.7,55.0,828,4.43,4.39,2.72
39165,0.44,Premium,G,VS2,60.6,58.0,1063,4.96,4.9,2.99
15835,1.01,Premium,E,VS2,63.0,60.0,6335,6.35,6.32,3.99
29020,0.31,Ideal,G,VVS2,62.2,54.0,687,4.35,4.39,2.72
8222,1.0,Very Good,F,SI2,61.3,61.0,4372,6.36,6.39,3.91
3967,1.19,Very Good,E,I1,60.2,61.0,3508,6.87,6.91,4.15
15141,1.02,Premium,G,VS2,62.6,59.0,6087,6.43,6.39,4.01
11818,1.0,Good,D,SI1,64.2,60.0,5093,6.22,6.28,4.01
50128,0.58,Ideal,D,VS1,61.8,56.0,2211,5.34,5.37,3.31
26669,2.01,Premium,H,SI2,61.6,58.0,16499,8.12,8.02,4.97
21351,1.73,Premium,F,SI2,61.5,60.0,9494,7.75,7.66,4.74
13976,1.27,Premium,I,SI1,60.9,59.0,5690,6.99,6.94,4.24
2465,0.71,Ideal,E,VS2,62.0,57.0,3191,5.71,5.74,3.55
21079,1.35,Premium,G,VS2,62.7,56.0,9253,7.08,7.05,4.43
18902,1.42,Premium,F,SI2,59.7,57.0,7755,7.33,7.3,4.37
35035,0.42,Ideal,E,SI2,62.7,55.0,882,4.79,4.78,3.0
44936,0.51,Ideal,F,SI1,60.8,57.0,1633,5.15,5.18,3.14
1851,0.8,Ideal,F,SI2,61.4,56.0,3064,5.99,5.93,3.66
15867,1.14,Ideal,G,SI2,62.3,56.0,6346,6.66,6.69,4.16
46910,0.56,Fair,F,VS2,57.0,67.0,1814,5.49,5.36,3.09
29453,0.38,Very Good,H,SI2,63.4,57.0,702,4.63,4.58,2.92
17978,1.2,Very Good,G,VS2,62.4,59.0,7273,6.68,6.74,4.19
37099,0.41,Ideal,E,SI1,62.4,55.0,969,4.78,4.74,2.97
46194,0.51,Premium,F,VS1,62.2,58.0,1749,5.14,5.12,3.19
5031,1.03,Ideal,F,SI2,61.9,56.0,3749,6.53,6.49,4.03
52108,0.61,Ideal,H,IF,59.4,59.0,2461,5.55,5.59,3.31
7020,1.12,Premium,G,SI2,61.2,58.0,4158,6.69,6.67,4.09
46358,0.52,Ideal,E,VS2,61.5,56.0,1760,5.16,5.18,3.18
6000,1.01,Premium,H,SI2,60.6,61.0,3959,6.45,6.38,3.89
46879,0.53,Premium,E,VS2,60.9,60.0,1813,5.22,5.16,3.16
40388,0.42,Premium,D,VVS2,59.6,59.0,1132,4.9,4.96,2.94
43099,0.53,Ideal,I,VS1,61.6,57.0,1383,5.21,5.18,3.2
39074,0.5,Premium,I,SI1,61.7,58.0,1059,5.15,5.09,3.16
17037,1.55,Ideal,J,SI2,62.0,56.0,6805,7.42,7.38,4.59
20109,1.5,Ideal,G,SI2,62.0,57.0,8580,7.26,7.31,4.52
4787,0.9,Good,F,SI1,64.0,59.0,3696,5.97,5.99,3.83
3488,0.9,Good,I,VS2,62.5,59.0,3398,6.06,6.13,3.81
3228,0.72,Ideal,G,VVS2,61.2,57.0,3352,5.76,5.77,3.53
4570,0.76,Ideal,H,VVS1,61.9,54.0,3648,5.87,5.9,3.64
53757,0.72,Fair,F,VS2,55.4,64.0,2724,6.06,5.97,3.34
37728,0.3,Ideal,F,VVS1,61.9,57.0,995,4.32,4.3,2.67
44760,0.52,Very Good,E,VS2,62.8,55.0,1621,5.11,5.15,3.22
43127,0.5,Very Good,H,VS2,63.9,57.0,1387,5.04,5.07,3.23
16910,1.07,Very Good,H,VVS2,61.3,56.0,6751,6.54,6.59,4.03
45041,0.54,Ideal,H,VVS2,61.6,56.0,1639,5.24,5.27,3.24
52038,0.71,Ideal,I,VVS1,61.2,57.0,2450,5.79,5.76,3.53
17709,0.32,Very Good,F,VS1,59.1,59.0,613,4.45,4.48,2.64
10064,0.32,Very Good,H,SI1,63.1,58.0,591,4.36,4.33,2.74
5702,0.3,Premium,D,SI2,62.4,59.0,574,4.28,4.25,2.66
12192,1.06,Ideal,H,SI1,61.7,56.0,5188,6.58,6.55,4.05
2109,1.08,Premium,H,I1,61.7,59.0,3118,6.54,6.59,4.05
94,0.78,Very Good,G,SI2,63.8,56.0,2759,5.81,5.85,3.72
53459,0.7,Ideal,E,SI1,62.8,55.0,2677,5.65,5.69,3.56
4940,1.01,Premium,H,SI2,59.6,60.0,3732,6.55,6.5,3.89
21221,1.52,Good,G,SI1,64.4,59.0,9368,7.18,7.25,4.65
21297,1.43,Very Good,D,SI1,63.5,56.0,9450,7.24,7.09,4.55
40919,0.42,Ideal,G,VVS1,61.7,55.0,1179,4.78,4.84,2.97
49991,0.57,Ideal,E,VS1,61.8,55.0,2192,5.34,5.39,3.32
30868,0.33,Ideal,G,VS2,62.3,55.0,743,4.47,4.42,2.77
41649,0.44,Good,D,VS2,60.6,64.0,1238,4.97,4.89,2.99
50750,0.7,Very Good,E,SI2,61.5,56.0,2298,5.71,5.73,3.52
22804,1.55,Premium,H,VS2,62.7,57.0,10827,7.42,7.36,4.63
36281,0.32,Premium,G,SI1,61.6,58.0,477,4.36,4.4,2.7
22596,1.23,Ideal,G,VVS2,60.8,57.0,10646,6.89,6.92,4.2
24994,1.5,Premium,F,VS2,61.3,58.0,13506,7.36,7.31,4.5
17222,1.83,Fair,H,I1,68.0,57.0,6887,7.47,7.44,5.07
16796,1.22,Premium,G,SI1,63.0,57.0,6695,6.84,6.74,4.28
2164,0.7,Very Good,D,VS2,61.2,60.0,3131,5.73,5.77,3.52
22284,1.21,Ideal,D,VS1,61.0,57.0,10335,6.88,6.85,4.19
8213,1.02,Very Good,G,SI2,63.1,60.0,4370,6.41,6.34,4.02
21267,1.21,Premium,F,VS2,62.2,60.0,9419,6.75,6.72,4.19
8169,1.07,Premium,E,SI2,60.5,59.0,4362,6.67,6.59,4.01
46383,0.54,Ideal,I,IF,62.5,55.0,1763,5.21,5.26,3.27
36323,0.32,Ideal,G,VVS2,62.0,55.0,936,4.44,4.4,2.74
8850,1.01,Premium,E,SI1,62.4,58.0,4480,6.42,6.37,3.99
10116,1.02,Premium,G,SI1,60.8,58.0,4718,6.5,6.46,3.94
24324,1.01,Very Good,D,IF,63.3,55.0,12581,6.36,6.28,4.0
51655,0.3,Ideal,G,VS2,61.8,54.0,545,4.34,4.37,2.69
9245,1.01,Ideal,F,SI1,63.0,57.0,4559,6.39,6.34,4.01
42210,0.52,Ideal,D,SI2,62.5,56.0,1289,5.08,5.12,3.19
13387,0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
12464,1.27,Ideal,I,SI2,62.1,56.0,5249,6.96,6.92,4.31
43708,0.46,Premium,E,VS1,61.9,58.0,1437,4.94,4.91,3.05
8089,1.07,Very Good,G,SI2,64.6,60.0,4340,6.35,6.4,4.12
16565,1.01,Premium,G,VS1,62.8,59.0,6618,6.37,6.34,3.99
46326,0.51,Ideal,E,VS1,62.7,56.0,1758,5.14,5.1,3.21
38816,0.31,Premium,G,VVS1,63.0,58.0,1046,4.32,4.29,2.71
19770,1.04,Premium,D,VS1,62.3,59.0,8341,6.48,6.39,4.01
8211,0.9,Good,F,VS2,63.1,57.0,4370,6.13,6.16,3.88
35989,0.42,Very Good,G,VS1,60.6,58.0,921,4.82,4.95,2.96
16685,0.31,Ideal,H,SI2,61.3,55.0,421,4.35,4.38,2.67
29883,0.3,Ideal,D,VS2,62.2,54.0,710,4.28,4.31,2.67
11720,0.34,Ideal,G,VS2,62.2,57.0,596,4.44,4.47,2.77
6465,0.94,Fair,F,SI1,56.8,67.0,4053,6.56,6.44,3.69
5895,1.04,Ideal,J,SI1,61.1,57.0,3931,6.57,6.52,4.0
47915,0.5,Very Good,F,VVS2,60.8,59.0,1915,5.08,5.11,3.1
38421,0.3,Premium,E,IF,61.0,59.0,1026,4.29,4.33,2.63
45221,0.52,Ideal,E,SI1,61.1,57.0,1656,5.2,5.17,3.16
35619,0.3,Good,I,VS1,63.5,57.0,473,4.24,4.29,2.71
47160,0.47,Premium,E,VVS2,60.5,58.0,1833,5.05,5.0,3.04
39620,0.35,Premium,E,SI2,61.5,59.0,491,4.52,4.56,2.79
45166,0.5,Premium,D,SI1,62.6,56.0,1654,5.05,5.04,3.16
22622,1.7,Very Good,I,SI1,61.9,62.0,10680,7.52,7.58,4.67
28762,0.31,Ideal,F,VS1,60.6,56.0,680,4.39,4.42,2.67
6596,0.91,Very Good,G,SI1,63.5,58.0,4081,6.15,6.04,3.87
35563,0.35,Ideal,G,VS1,62.5,55.0,906,4.55,4.51,2.83
22313,1.21,Ideal,D,VS2,60.9,60.0,10353,6.91,6.86,4.19
16344,1.29,Very Good,I,VS2,61.8,58.0,6537,6.94,6.98,4.3
10534,1.0,Premium,E,SI1,62.8,59.0,4805,6.4,6.3,3.99
31323,0.32,Ideal,D,VS2,62.3,57.0,758,4.39,4.41,2.74
40986,0.5,Ideal,E,SI2,63.0,57.0,1181,5.09,5.04,3.19
